,Source,Target
1444, Mastercard,Airwallex
1444, Sequoia Capital China,Airwallex
1445,Edward Lando,Built Robotics
1445, Tiger Global Management,Built Robotics
1445, Fifth Wall,Built Robotics
1445, Founders Fund,Built Robotics
1445, New Enterprise Associates,Built Robotics
1446,Digital Currency Group,CoinList
1446, Blockchain Capital,CoinList
1446, Polychain,CoinList
1446, Electric Capital,CoinList
1446, LD Capital,CoinList
1447,Maverick Ventures,ConcertAI
1447, Sixth Street,ConcertAI
1447, Declaration Partners,ConcertAI
1447, AllianceBernstein,ConcertAI
1447, SymphonyAI,ConcertAI
1448,Baillie Gifford,Anaplan
1448, Coatue,Anaplan
1448, Shasta Ventures,Anaplan
1448, Workday,Anaplan
1448, Sands Capital Ventures,Anaplan
1449,Bpifrance,Doctolib
1449, Eurazeo,Doctolib
1449, Accel,Doctolib
1449, General Atlantic,Doctolib
1449, Kerala Ventures,Doctolib
1450,Neuberger Berman Group,ChargePoint
1450, Baillie Gifford,ChargePoint
1450, Daimler,ChargePoint
1450, Siemens,ChargePoint
1450, GIC,ChargePoint
1451,Partners Group,Climeworks
1451, Baillie Gifford,Climeworks
1451, Global Founders Capital,Climeworks
1451, GIC,Climeworks
1451, Venture Kick,Climeworks
1452,Silver Lake,Fanatics
1452, Andreessen Horowitz,Fanatics
1452, Neuberger Berman Group,Fanatics
1452, Insight Partners,Fanatics
1452, Alibaba Group,Fanatics
1453,Founders Fund,Branch
1453, Canvas Ventures,Branch
1453, New Enterprise Associates,Branch
1453, Cowboy Ventures,Branch
1453, Pear VC,Branch
1455,CARB-X,GlaxoSmithKline
1456,8VC,Forethought
1456, Ashton Kutcher,Forethought
1456, New Enterprise Associates,Forethought
1456, South Park Commons,Forethought
1456, Cleo Capital,Forethought
1457,SoftBank,Darktrace
1457, Insight Partners,Darktrace
1457, Vitruvian Partners,Darktrace
1457, Summit Partners,Darktrace
1457, Kohlberg Kravis Roberts,Darktrace
1458,Invesco,Capchase
1458, Gaingels,Capchase
1458, BoxGroup,Capchase
1458, QED Investors,Capchase
1458, Caffeinated Capital,Capchase
1459,BlackRock,Chewy
1459, Volition Capital,Chewy
1459, Verlinvest,Chewy
1459, Lone Pine Capital,Chewy
1459, Greenspring Associates,Chewy
1460,Insight Partners,Apna
1460, Tiger Global Management,Apna
1460, Sequoia Capital India,Apna
1460, Maverick Ventures,Apna
1460, Owl Ventures,Apna
1461,B Capital Group,6sense
1461, Insight Partners,6sense
1461, Tiger Global Management,6sense
1461, Blue Owl,6sense
1461, SoftBank Vision Fund,6sense
1462,Microsoft,DocuSign
1462, Insight Partners,DocuSign
1462, GV,DocuSign
1462, Accel,DocuSign
1462, Visa,DocuSign
1463,Tiger Global Management,Games24x7
1463, The Raine Group,Games24x7
1463, Malabar Investment Advisors,Games24x7
1463, Das & Co.,Games24x7
1464,SoftBank Vision Fund,Esusu Financial
1464, Serena Ventures,Esusu Financial
1464, Plug and Play Tech Center,Esusu Financial
1464, Kleiner Perkins,Esusu Financial
1464, Motley Fool Ventures,Esusu Financial
1465,Accel,DJI
1465, Sequoia Capital China,DJI
1465, Lighthouse Capital Management,DJI
1466,IDG Capital,Fastly
1466, Amplify Partners,Fastly
1466, Sorenson Capital,Fastly
1466, Battery Ventures,Fastly
1466, Sozo Ventures,Fastly
1467,Sequoia Capital,Clipboard Health
1467, Spark Capital,Clipboard Health
1467, Y Combinator,Clipboard Health
1467, Initialized Capital,Clipboard Health
1467, Caffeinated Capital,Clipboard Health
1468,Google,Cloudflare
1468, Union Square Ventures,Cloudflare
1468, Fidelity,Cloudflare
1468, Qualcomm Ventures,Cloudflare
1468, Venrock,Cloudflare
1469,Galaxy Digital,Ava Labs
1469, Andreessen Horowitz,Ava Labs
1469, Polychain,Ava Labs
1469, Initialized Capital,Ava Labs
1469, Dragonfly Capital Partners,Ava Labs
1470,gumi Cryptos Capital (gCC),Celsius Network
1470, Caisse de Depot et Placement du Quebec,Celsius Network
1470, WestCap,Celsius Network
1470, Disrupt Ventures,Celsius Network
1470, Alpha Sigma Capital,Celsius Network
1471,Union Square Ventures,Etsy
1471, Accel,Etsy
1471, TPG,Etsy
1471, Index Ventures,Etsy
1471, Breyer Capital,Etsy
1472,Spark Capital,Clarify Health Solutions
1472, Insight Partners,Clarify Health Solutions
1472, BlackRock,Clarify Health Solutions
1472, SoftBank Vision Fund,Clarify Health Solutions
1472, StartX (Stanford-StartX Fund),Clarify Health Solutions
1473,2TM,Figment
1473, Galaxy Digital,Figment
1473, Ava Labs,Figment
1473, Anchorage,Figment
1473, Mirae Asset Global Investments,Figment
1474,Tally Capital,Blockchain Capital
1474, Chloe Sladden,Blockchain Capital
1475,8VC,Clearco
1475, SoftBank Vision Fund,Clearco
1475, Founders Fund,Clearco
1475, Oak HC/FT,Clearco
1475, Arcadia Group,Clearco
1476,Crowdcube,FIDEL API
1476, 500 Startups,FIDEL API
1476, QED Investors,FIDEL API
1476, Horizons Ventures,FIDEL API
1476, Nyca Partners,FIDEL API
1477,Gaingels,Binance.US
1477, RRE Ventures,Binance.US
1477, Flucas Ventures,Binance.US
1477, Bossa Nova Investimentos,Binance.US
1477, Foundation Capital,Binance.US
1478,Orange,Deezer
1478, Xavier Niel,Deezer
1478, Access Industries,Deezer
1478, Idinvest Partners,Deezer
1478, Kingdom Holding Company,Deezer
1479,Apollo,Anchorage
1479, Blockchain Capital,Anchorage
1479, Andreessen Horowitz,Anchorage
1479, Lux Capital,Anchorage
1479, Goldman Sachs,Anchorage
1480,Tiger Global Management,Captain Fresh
1480, Accel,Captain Fresh
1480, Khaira Capital,Captain Fresh
1480, Prosus,Captain Fresh
1480, Accel India,Captain Fresh
1481,American Family Ventures,gener8tor
1481, CSA Partners LLC,gener8tor
1482,Eurazeo,Avi Medical
1482, Addition,Avi Medical
1482, Balderton Capital,Avi Medical
1482, Operator Partners,Avi Medical
1482, Picus Capital,Avi Medical
1483,Boost VC,21Shares
1483, Morgan Creek Digital,21Shares
1483, Catherine Wood,21Shares
1483, Greg Kidd,21Shares
1483, Anthony Pompliano,21Shares
1484,Zoom,Genesys
1484, BlackRock,Genesys
1484, ServiceNow,Genesys
1484, Hellman & Friedman,Genesys
1484, TCV,Genesys
1485,Temasek Holdings,Bayer
1486,Aavishkaar Venture Capital,AgroStar
1486, Accel,AgroStar
1486, CDC Group,AgroStar
1486, HeroMotoCorp Ltd,AgroStar
1486, InnoVen Capital,AgroStar
1487,Accel,G2
1487, LinkedIn,G2
1487, Institutional Venture Partners,G2
1487, Hyde Park Venture Partners,G2
1487, Chicago Ventures,G2
1488,Temasek Holdings,Adyen
1488, Index Ventures,Adyen
1488, General Atlantic,Adyen
1488, Felicis Ventures,Adyen
1488, ICONIQ Capital,Adyen
1489,Andreessen Horowitz,Current
1489, Tiger Global Management,Current
1489, QED Investors,Current
1489, Bienville Capital,Current
1489, Avenir Growth Capital,Current
1490,Apollo,CAIS
1490, Franklin Templeton Investments,CAIS
1490, Eldridge,CAIS
1490, Motive Partners,CAIS
1490, Reverence Capital Partners,CAIS
1492,JP Morgan Chase,Bitwise Industries
1492, Reach Capital,Bitwise Industries
1492, Portfolia,Bitwise Industries
1492, Kapor Capital,Bitwise Industries
1492, Western Technology Investment,Bitwise Industries
1493,Niantic,DigiLens
1493, Samsung Electronics,DigiLens
1493, Corning,DigiLens
1493, Foxconn Technology Group,DigiLens
1493, Sony Innovation Fund,DigiLens
1494,Y Combinator,Biobot Analytics
1494, Liquid 2 Ventures,Biobot Analytics
1494, DCVC,Biobot Analytics
1494, Pioneer Fund,Biobot Analytics
1494, Dorm Room Fund,Biobot Analytics
1495,Citi,Capitolis
1495, JP Morgan,Capitolis
1495, Sequoia Capital,Capitolis
1495, Andreessen Horowitz,Capitolis
1495, Spark Capital,Capitolis
1496,Endeavor,Dolado
1496, Global Founders Capital,Dolado
1496, Flourish Ventures,Dolado
1496, Clocktower Technology Ventures,Dolado
1496, Norte Ventures,Dolado
1497,Vertex Ventures,Axonius
1497, Accel,Axonius
1497, Stripes,Axonius
1497, Bessemer Venture Partners,Axonius
1497, Lightspeed Venture Partners,Axonius
1498,Sequoia Capital,Bird
1498, B Capital Group,Bird
1498, M13,Bird
1498, Headline,Bird
1498, Accel,Bird
1499,Delivery Hero,Foodpanda
1499, Rocket Internet,Foodpanda
1499, Prosus & Naspers,Foodpanda
1499, Kinnevik,Foodpanda
1499, Phenomen,Foodpanda
1500,Silver Lake,Clari
1500, Sequoia Capital,Clari
1500, B Capital Group,Clari
1500, Khaira Capital,Clari
1500, Bain Capital Ventures,Clari
1501,Barclays,DailyPay
1501, Fin Venture Capital,DailyPay
1501, Evolution VC Partners,DailyPay
1501, Sand Hill Angels,DailyPay
1501, RPM Ventures,DailyPay
1502,Techstars,Alloy
1502, Flourish Ventures,Alloy
1502, Bessemer Venture Partners,Alloy
1502, Lightspeed Venture Partners,Alloy
1502, Primary Venture Partners,Alloy
1503,Alumni Ventures,Data.world
1503, OurCrowd,Data.world
1503, Goldman Sachs Asset Management,Data.world
1503, Shasta Ventures,Data.world
1503, Breyer Capital,Data.world
1504,Alpha Wave Global,1K Kirana Bazaar
1504, Kae Capital,1K Kirana Bazaar
1504, Info Edge ventures,1K Kirana Bazaar
1504, Rajesh Yabaji,1K Kirana Bazaar
1504, Beacon Trusteeship,1K Kirana Bazaar
1505,Andreessen Horowitz,Box
1505, Telstra,Box
1505, Telefonica,Box
1505, TPG,Box
1505, Coatue,Box
1506,Silver Lake,GoDaddy
1506, Kohlberg Kravis Roberts,GoDaddy
1506, TCV,GoDaddy
1506, Starboard Value,GoDaddy
1507,Redpoint,DraftKings
1507, FirstMark,DraftKings
1507, Flybridge,DraftKings
1507, Major League Soccer,DraftKings
1507, GGV Capital,DraftKings
1508,Lyft,Argo AI
1508, Ford Motor,Argo AI
1508, Volkswagen Group,Argo AI
1509,Youth Business International,Accenture
1510,Techstars,DigitalOcean
1510, Trinity Capital,DigitalOcean
1510, Andreessen Horowitz,DigitalOcean
1510, Right Side Capital Management,DigitalOcean
1510, Raison Asset Management,DigitalOcean
1511,Norwest Venture Partners,Celona
1511, Qualcomm Ventures,Celona
1511, Lightspeed Venture Partners,Celona
1511, Cervin,Celona
1511, NTT Venture Capital,Celona
1512,Andreessen Horowitz,BuzzFeed
1512, RRE Ventures,BuzzFeed
1512, Founder Collective,BuzzFeed
1512, Lerer Hippeau,BuzzFeed
1512, General Atlantic,BuzzFeed
1513,500 Startups,CircleCI
1513, DCVC,CircleCI
1513, Scale Venture Partners,CircleCI
1513, Threshold,CircleCI
1513, Institutional Venture Partners,CircleCI
1514,Winklevoss Capital,Ethereum Foundation
1514, David J. Namdar,Ethereum Foundation
1514, Placeholder,Ethereum Foundation
1514, KR1,Ethereum Foundation
1514, Karnika Yashwant,Ethereum Foundation
1515,Tribe Capital,FTX US
1515, Temasek Holdings,FTX US
1515, Paradigm,FTX US
1515, Lightspeed Venture Partners,FTX US
1515, Bond,FTX US
1516,Goldman Sachs,Beqom
1516, Eurazeo,Beqom
1516, Swisscom Ventures,Beqom
1516, Sumeru Equity Partners,Beqom
1516, Golub Capital,Beqom
1517,Moglix,Euler Motors
1517, ADB Ventures,Euler Motors
1517, Sujeet Kumar,Euler Motors
1517, Blume Ventures,Euler Motors
1517, Emergent Ventures,Euler Motors
1518,Andreessen Horowitz,BlockTower Capital
1518, Union Square Ventures,BlockTower Capital
1518, Blue Collective,BlockTower Capital
1519,Union Square Ventures,Funding Circle
1519, BlackRock,Funding Circle
1519, Rocket Internet,Funding Circle
1519, Accel,Funding Circle
1519, Baillie Gifford,Funding Circle
1520,Snow K.,Dapper Labs
1520, Animoca Brands,Dapper Labs
1520, Digital Currency Group,Dapper Labs
1520, Andreessen Horowitz,Dapper Labs
1520, BlockTower Capital,Dapper Labs
1521,500 Startups,FinAccel
1521, Mirae Asset Global Investments,FinAccel
1521, MDI Ventures,FinAccel
1521, Jungle Ventures,FinAccel
1521, Cathay Innovation,FinAccel
1522,Y Combinator,Credpal
1522, Startupbootcamp,Credpal
1522, GreenHouse Capital,Credpal
1522, VC4A,Credpal
1522, Uncovered Fund,Credpal
1523,Gaingels,Diligent Robotics
1523, Tiger Global Management,Diligent Robotics
1523, National Science Foundation,Diligent Robotics
1523, Next Coast Ventures,Diligent Robotics
1523, Capital Factory,Diligent Robotics
1524,Sedgwick Claims Management Services,EvolutionIQ
1524, Asymmetry Ventures,EvolutionIQ
1524, FirstMark,EvolutionIQ
1524, Plug and Play Tech Center,EvolutionIQ
1524, First Round Capital,EvolutionIQ
1525,Ceras Ventures,Fasset
1525, Soma Capital,Fasset
1525, Fatima Gobi Ventures,Fasset
1525, MyAsia VC,Fasset
1525, Liberty City Ventures,Fasset
1526,Tencent,CICC
1526, TPG,CICC
1527,K2,Fyllo
1527, Sol Global investments,Fyllo
1527, ArrowMark Partners,Fyllo
1527, Eminence Capital LP,Fyllo
1527, Phyto Partners,Fyllo
1528,Village Capital,Global Data Consortium
1528, Refinitiv,Global Data Consortium
1528, VilCap Investments,Global Data Consortium
1528, FinRise,Global Data Consortium
1529,Tiger Global Management,Ather Energy
1529, HeroMotoCorp Ltd,Ather Energy
1529, InnoVen Capital,Ather Energy
1529, Binny Bansal,Ather Energy
1529, Sachin Bansal,Ather Energy
1530,Sequoia Capital,Ethos
1530, General Catalyst,Ethos
1530, Goldman Sachs,Ethos
1530, GV,Ethos
1530, Accel,Ethos
1531,Tencent,Afterpay
1531, Coatue,Afterpay
1531, Mitsubishi UFJ Financial Group,Afterpay
1532,Wintermute Trading,Bitpanda
1532, Jump Capital,Bitpanda
1532, Valar Ventures,Bitpanda
1532, Speedinvest,Bitpanda
1532, DST Global,Bitpanda
1533,500 Startups,Goldbelly
1533, FundersClub,Goldbelly
1533, Y Combinator,Goldbelly
1533, Draper Associates,Goldbelly
1533, Global Founders Capital,Goldbelly
1534,LetsVenture,BluSmart Mobility
1534, BlackSoil,BluSmart Mobility
1534, Venture Catalysts,BluSmart Mobility
1534, Inflection Point Ventures,BluSmart Mobility
1534, 9Unicorns Accelerator Fund,BluSmart Mobility
1535,Silicon Valley Bank,Click Therapeutics
1535, Hikma Ventures,Click Therapeutics
1535, Boehringer Ingelheim,Click Therapeutics
1535, Health Catalyst Capital,Click Therapeutics
1535, Sanofi Ventures,Click Therapeutics
1536,Sequoia Capital,Cohesity
1536, GV,Cohesity
1536, SoftBank Vision Fund,Cohesity
1536, Accel,Cohesity
1536, Baillie Gifford,Cohesity
1537,H.I.G. Capital,Cuyana
1537, Greycroft,Cuyana
1537, Canaan Partners,Cuyana
1537, InterWest Partners,Cuyana
1538,Blockchain Capital,Aave
1538, ParaFi Capital,Aave
1538, Framework Ventures,Aave
1538, Three Arrows Capital,Aave
1538, Standard Crypto,Aave
1539,Broslyn Capital,Decentraland
1539, Animoca Brands,Decentraland
1539, Digital Currency Group,Decentraland
1539, Fabric Ventures,Decentraland
1539, Fundamental Labs,Decentraland
1540,T. Rowe Price,Coupa Software
1540, Crosslink Capital,Coupa Software
1540, BlueRun Ventures,Coupa Software
1540, Battery Ventures,Coupa Software
1540, Rally Ventures,Coupa Software
1541,Rakuten,Azimo
1541, Headline,Azimo
1541, Quona Capital,Azimo
1541, Anthemis Group,Azimo
1541, Silicon Valley Bank,Azimo
1542,HSBC,Capital on Tap
1542, TriplePoint Venture Growth,Capital on Tap
1542, BNP Paribas,Capital on Tap
1542, Citibank,Capital on Tap
1542, Pollen Street Capital,Capital on Tap
1543,BlackRock,Envestnet
1543, TCV,Envestnet
1543, Upfront Ventures,Envestnet
1543, Foundation Capital,Envestnet
1543, Keystone Capital,Envestnet
1544,BlackRock,Exo
1544, RA Capital Management,Exo
1544, Sony Innovation Fund,Exo
1544, Intel Capital,Exo
1544, TDK Ventures,Exo
1545,Alumni Ventures,Deserve
1545, Goldman Sachs,Deserve
1545, Mastercard,Deserve
1545, Accel,Deserve
1545, Credit Suisse,Deserve
1546,Mayfield Fund,EnKash
1546, Axilor Ventures,EnKash
1546, Ascent Capital,EnKash
1546, Baring Private Equity India,EnKash
1546, White Venture Capital,EnKash
1547,Alpha Wave Global,Avail Finance
1547, Kunal Shah,Avail Finance
1547, Matrix Partners India,Avail Finance
1547, Alteria Capital,Avail Finance
1547, Binny Bansal,Avail Finance
1549,SoftBank Vision Fund,Forto
1549, Global Founders Capital,Forto
1549, Northzone,Forto
1549, Disruptive,Forto
1549, Cherry Ventures,Forto
1550,Fenbushi Capital,BitMart
1550, Kube VC,BitMart
1550, Alpha Square Group,BitMart
1550, Chaos Ventures,BitMart
1550, Alexander Capital Ventures,BitMart
1551,Goldman Sachs,Fundrise
1551, Collaborative Fund,Fundrise
1551, Terrence Rohan,Fundrise
1551, Guggenheim Partners,Fundrise
1551, Renren,Fundrise
1552,BACKED VC,Amenitiz
1552, Eight Roads Ventures,Amenitiz
1552, Point Nine,Amenitiz
1552, Otium Capital,Amenitiz
1552, Matt Robinson,Amenitiz
1553,SoftBank,Fair
1553, SoftBank Vision Fund,Fair
1553, Valor Equity Partners,Fair
1553, G Squared,Fair
1553, Silicon Valley Bank,Fair
1554,FundersClub,Go1
1554, Y Combinator,Go1
1554, Tiger Global Management,Go1
1554, SoftBank Vision Fund,Go1
1554, AirTree Ventures,Go1
1555,Andreessen Horowitz,Aptos
1555, BlockTower Capital,Aptos
1555, Hashed,Aptos
1555, Tiger Global Management,Aptos
1555, Paxos,Aptos
1556,IDG Capital,Course Hero
1556, TPG,Course Hero
1556, Interplay,Course Hero
1556, Innovation Endeavors,Course Hero
1556, Maveron,Course Hero
1557,Balderton Capital,Coronet
1557, Jerusalem Venture Partners (JVP),Coronet
1557, MizMaa Ventures,Coronet
1557, Sound Ventures,Coronet
1558,IDG Capital,Bizongo
1558, B Capital Group,Bizongo
1558, Tiger Global Management,Bizongo
1558, Accel,Bizongo
1558, International Finance Corporation,Bizongo
1559,Warburg Pincus,Eleanor Health
1559, General Catalyst,Eleanor Health
1559, Northpond Ventures,Eleanor Health
1559, Echo Health Ventures,Eleanor Health
1559, Rethink Impact,Eleanor Health
1560,The Carlyle Group,Ampere Computing
1560, Oracle,Ampere Computing
1560, Arm Holdings,Ampere Computing
1561,Temasek Holdings,Gogoro
1561, Engie,Gogoro
1561, HTC,Gogoro
1561, Generation Investment Management,Gogoro
1561, National Development Fund of Taiwan Government,Gogoro
1562,Slow Ventures,Birchbox
1562, Accel,Birchbox
1562, Lerer Hippeau,Birchbox
1562, Brand Foundry Ventures,Birchbox
1562, Forerunner Ventures,Birchbox
1563,AngelList,Chingari
1563, Galaxy Digital,Chingari
1563, Kraken,Chingari
1563, White Star Capital,Chingari
1563, Protocol Labs,Chingari
1565,Tiger Global Management,Delhivery
1565, The Carlyle Group,Delhivery
1565, Fidelity,Delhivery
1565, SoftBank Vision Fund,Delhivery
1565, Baillie Gifford,Delhivery
1566,Tiger Global Management,Cogoport
1566, Accel,Cogoport
1566, DST Global,Cogoport
1567,Visa,ChargeAfter
1567, Plug and Play Tech Center,ChargeAfter
1567, Propel Venture Partners,ChargeAfter
1567, Citi Ventures,ChargeAfter
1567, Mitsubishi UFJ Financial Group,ChargeAfter
1568,Qatar Investment Authority,Fluence
1569,Twilio,Algolia
1569, 500 Startups,Algolia
1569, Y Combinator,Algolia
1569, Initialized Capital,Algolia
1569, Accel,Algolia
1570,Shopify,Flexport
1570, Andreessen Horowitz,Flexport
1570, 8VC,Flexport
1570, FundersClub,Flexport
1570, Wells Fargo,Flexport
1571,Sequoia Capital,Apollo.io
1571, Y Combinator,Apollo.io
1571, Tribe Capital,Apollo.io
1571, Nexus Venture Partners,Apollo.io
1571, Sand Hill Angels,Apollo.io
1572,Gaingels,Brightline
1572, GV,Brightline
1572, City Light Capital,Brightline
1572, Oak HC/FT,Brightline
1572, Threshold,Brightline
1573,ArcTern Ventures,Emitwise
1573, True Ventures,Emitwise
1573, Michael Pennington,Emitwise
1573, Social Impact Capital,Emitwise
1573, Saltwater Capital,Emitwise
1574,Sequoia Capital,DataStax
1574, Lightspeed Venture Partners,DataStax
1574, Crosslink Capital,DataStax
1574, Scale Venture Partners,DataStax
1574, Kleiner Perkins,DataStax
1575,JCDecaux,Eurazeo
1576,BDC Venture Capital,Garage Capital
1576, Venture Capital Catalyst Initiative (VCCI),Garage Capital
1577,SoftBank,ada
1577, Sumitomo Corporation,ada
1578,Adobe,Demandbase
1578, Scale Venture Partners,Demandbase
1578, Altos Ventures,Demandbase
1578, Salesforce Ventures,Demandbase
1578, Jackson Square Ventures,Demandbase
1579,500 Startups,BillionToOne
1579, Norwest Venture Partners,BillionToOne
1579, Y Combinator,BillionToOne
1579, Baillie Gifford,BillionToOne
1579, Fifty Years,BillionToOne
1580,Y Combinator,Drip Capital
1580, Liquid 2 Ventures,Drip Capital
1580, Initialized Capital,Drip Capital
1580, Accel,Drip Capital
1580, Sequoia Capital India,Drip Capital
1581,Digital Currency Group,BitPay
1581, RRE Ventures,BitPay
1581, Founders Fund,BitPay
1581, SeedInvest,BitPay
1581, Menlo Ventures,BitPay
1582,NewSpring,ExecOnline
1582, Forum Ventures,ExecOnline
1582, ABS Capital Partners,ExecOnline
1582, Washington Post,ExecOnline
1582, Militello Capital,ExecOnline
1583,Y Combinator,dyte
1583, Nexus Venture Partners,dyte
1583, Surge,dyte
1583, Unbound,dyte
1583, Ryan Hoover,dyte
1584,Animoca Brands,Community Gaming
1584, ConsenSys,Community Gaming
1584, Dapper Labs,Community Gaming
1584, BITKRAFT Ventures,Community Gaming
1584, Hashed,Community Gaming
1585,White Star Capital,Dialogue
1585, SCALE AI,Dialogue
1585, Caisse de Depot et Placement du Quebec,Dialogue
1585, BDC Venture Capital,Dialogue
1585, HV Capital,Dialogue
1586,500 Startups,Blavity
1586, GV,Blavity
1586, MaC Venture Capital,Blavity
1586, Harlem Capital Partners,Blavity
1586, Base Ventures,Blavity
1587,Fairfax Financial Holdings,Digit Insurance
1587, Sequoia Capital India,Digit Insurance
1587, Kunal Shah,Digit Insurance
1587, Wellington Management,Digit Insurance
1587, Faering Capital,Digit Insurance
1588,Navi Technologies,Bounce
1588, B Capital Group,Bounce
1588, Accel,Bounce
1588, Qualcomm Ventures,Bounce
1588, Sequoia Capital India,Bounce
1589,Alumni Ventures,Arcadia
1589, Tiger Global Management,Arcadia
1589, BoxGroup,Arcadia
1589, Bracket Capital,Arcadia
1589, City Light Capital,Arcadia
1590,Vista Equity Partners,Critical Start
1590, Bregal Sagemount,Critical Start
1591,Goldman Sachs,ElasticRun
1591, Norwest Venture Partners,ElasticRun
1591, Kalaari Capital,ElasticRun
1591, SoftBank Vision Fund,ElasticRun
1591, Prosus Ventures,ElasticRun
1592,SoftBank Vision Fund,Extend
1592, Graph Ventures,Extend
1592, Lightbank,Extend
1592, PayPal Ventures,Extend
1592, American Express Ventures,Extend
1593,Bpifrance,Deepki
1593, Hi Inov - Dentressangle,Deepki
1593, Highland Europe,Deepki
1593, One Peak Partners,Deepki
1593, Axeleo Capital,Deepki
1594,Entrepreneur First,Credit Kudos
1594, Ascension,Credit Kudos
1594, Plug and Play Tech Center,Credit Kudos
1594, AlbionVC,Credit Kudos
1594, TriplePoint Capital,Credit Kudos
1595,360 Capital,Everli
1595, Bossa Nova Investimentos,Everli
1595, DN Capital,Everli
1595, Endeavor Catalyst,Everli
1595, United Ventures,Everli
1596,FMO,Aavishkaar Venture Capital
1596, Triodos Investment Management,Aavishkaar Venture Capital
1596, Shell Foundation,Aavishkaar Venture Capital
1597,Splunk,Aclima
1597, Emerson Collective,Aclima
1597, Kapor Capital,Aclima
1597, Rethink Impact,Aclima
1597, Microsoft Climate Innovation Fund,Aclima
1598,Pantera Capital,Ankr
1598, DHVC,Ankr
1598, NEO Global Capital (NGC),Ankr
1598, Mapleblock Capital,Ankr
1598, Ryan Fang,Ankr
1599,Rakuten,Carousell
1599, 500 Startups,Carousell
1599, Naver,Carousell
1599, Quest Ventures,Carousell
1599, Sequoia Capital India,Carousell
1600,Andreessen Horowitz,Fivetran
1600, General Catalyst,Fivetran
1600, Y Combinator,Fivetran
1600, Matrix Partners,Fivetran
1600, D1 Capital Partners,Fivetran
1601,Eurazeo,Dataiku
1601, Insight Partners,Dataiku
1601, Tiger Global Management,Dataiku
1601, FirstMark,Dataiku
1601, Stripes,Dataiku
1602,Sequoia Capital,Cyera
1602, Accel,Cyera
1602, Cyberstarts,Cyera
1603,Bain Capital,Attivo Networks
1603, Energy Impact Partners,Attivo Networks
1603, Bain Capital Ventures,Attivo Networks
1603, Singtel Innov8,Attivo Networks
1603, Forgepoint Capital,Attivo Networks
1604,Menlo Ventures,EdCast
1604, StartX (Stanford-StartX Fund),EdCast
1604, Cervin,EdCast
1604, Kapor Capital,EdCast
1604, Stanford University,EdCast
1605,Imaginary Ventures,Black Crow AI
1605, Primary Venture Partners,Black Crow AI
1605, Interplay,Black Crow AI
1605, Good Friends,Black Crow AI
1605, Left Lane Capital,Black Crow AI
1606,BlockTower Capital,Enjin
1606, Hashed,Enjin
1606, Arrington XRP Capital,Enjin
1606, ICONIUM,Enjin
1606, Hypersphere Ventures,Enjin
1607,Fairfax Financial Holdings,Blackberry
1608,Warburg Pincus,Aura
1608, General Catalyst,Aura
1608, Accel,Aura
1608, WndrCo,Aura
1608, Madrone Capital Partners,Aura
1609,9Yards Capital,8VC
1610,Sequoia Capital,DoorDash
1610, FundersClub,DoorDash
1610, Y Combinator,DoorDash
1610, Fidelity,DoorDash
1610, SoftBank Vision Fund,DoorDash
1611,Digital Currency Group,Figure
1611, Apollo,Figure
1611, JP Morgan,Figure
1611, HOF Capital,Figure
1611, Fin Venture Capital,Figure
1612,Square,Birdeye
1612, Accel-KKR,Birdeye
1612, AME Cloud Ventures,Birdeye
1612, Trinity Ventures,Birdeye
1612, World Innovation Lab (WiL),Birdeye
1613,Slow Ventures,Embark
1613, SoftBank Vision Fund,Embark
1613, F-Prime Capital,Embark
1613, Founder Collective,Embark
1613, Section 32,Embark
1614,Digital Currency Group,Abra
1614, 2TM,Abra
1614, Blockchain Capital,Abra
1614, Stellar Development Foundation,Abra
1614, LAUNCH,Abra
1615,Gaingels,Cleo
1615, Greylock,Cleo
1615, New Enterprise Associates,Cleo
1615, Forerunner Ventures,Cleo
1615, PruVen Capital,Cleo
1616,Roche,Freenome
1616, Novartis,Freenome
1616, Andreessen Horowitz,Freenome
1616, GV,Freenome
1616, T. Rowe Price,Freenome
1617,Andreessen Horowitz,Flock Homes
1617, BoxGroup,Flock Homes
1617, Primary Venture Partners,Flock Homes
1617, Human Capital,Flock Homes
1617, Susa Ventures,Flock Homes
1618,Vista Equity Partners,FLASH
1618, L Catterton,FLASH
1618, Austin Ventures,FLASH
1618, Geekdom Fund,FLASH
1619,Gaingels,Esper
1619, Insight Partners,Esper
1619, Tech Coast Angels,Esper
1619, Haystack,Esper
1619, Scale Venture Partners,Esper
1620,Northern Arc,Aye Finance
1620, Elevation Capital,Aye Finance
1620, Lightrock,Aye Finance
1620, responsAbility,Aye Finance
1620, Alpha Wave Global,Aye Finance
1621,Animoca Brands,bitsCrunch
1621, Shima Capital,bitsCrunch
1621, Coinbase Ventures,bitsCrunch
1621, LedgerPrime,bitsCrunch
1621, Borderless Capital,bitsCrunch
1622,Matrix Partners,Apartment List
1622, Janus Henderson Investors,Apartment List
1622, Nimble Ventures,Apartment List
1622, Industry Ventures,Apartment List
1622, Canaan Partners,Apartment List
1623,Insight Partners,Alteryx
1623, Toba Capital,Alteryx
1623, ICONIQ Capital,Alteryx
1623, Meritech Capital Partners,Alteryx
1623, Sapphire Ventures,Alteryx
1624,Northzone,fuboTV
1624, LionTree,fuboTV
1624, DCM Ventures,fuboTV
1624, I2BF Global Ventures,fuboTV
